LEVEL1_FK	LEVEL2_FK	DESCRIPT	DESCRIPT2	MODELNUM	INVNUM
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 3.20 Grams; LADIES RING W/STONES		I-880
21001	2671001	JIG SAW IN CASE	JIG SAW TOOLS-POWER DEWALT DW321, #326095; JIG SAW IN CASE	DW321	235802-1
12001	2339001	LADIES EARRINGS W/STONES	RING JEWELRY NONE, 925, 3.20 Grams; LADIES EARRINGS W/STONES		I-673
12001	2338001	CROSS CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 1.00 Grams; CROSS CHARM		134662-3
21001	2634001	CAR CHARGER	CHARGER TOOLS-POWER SCHMUACHER SC1283; CAR CHARGER	SC1283	134555-2
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY NONE, 14KT, 4.80 Grams; LADIES NECKLACE		235422-5
12001	2337001	NECKLACE	NECKLACE JEWELRY US, 14KT, 12.40 Grams; NECKLACE		I-519
12001	2339001	MENS RING W/ STONE	RING JEWELRY NONE, 14KT, 4.90 Grams; MENS RING W/ STONE		I-158
21001	2638001	CORDLESS DRILL 1 BATTERY IN CASE	DRILL TOOLS-POWER HITACHI/TOOLS DS18DSAL, #J734198; CORDLESS DRILL 1 BATTERY IN CASE	DS18DSAL	30537-3
20001	2585001	19 PC SOCKET SET MISSING 1 SOCKET	SOCKET TOOLS-HAND CRAFTSMAN 31088; 19 PC SOCKET SET MISSING 1 SOCKET	31088	134401-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.00 Grams; LADIES RING W/STONE		31522-18
8001	2224001	RIFLE 1 MAG	RIFLE FIREARM RUGER 10/22, #826-52793, .22 CALIBER, SEMI-AUTOMATIC; RIFLE 1 MAG	10/22	G-235458-2
20001	2534001	MICROMETER IN CASE	CALIPERS TOOLS-HAND MITUTOYO 103-183, #07928294; MICROMETER IN CASE	103-183	32957-2
12001	2337001	NECKLACE	NECKLACE JEWELRY PGDA, 14KT, 16.70 Grams; NECKLACE		I-514
12001	2339001	MANS RING W/STONES	RING JEWELRY TRU-BRIGHT, 14KT, 6.40 Grams; MANS RING W/STONES		33785-1
21001	2644001	CORDLESS DRILL IN CASE	HAMMER DRILL TOOLS-POWER MILWAUKEE 5262-21, #g43bd175101706; CORDLESS DRILL IN CASE	5262-21	134082-1
12001	2339001	RING BAND	RING JEWELRY F, 14KT, 3.80 Grams; RING BAND		I-656
8001	2223001	CZ 75B 9MM HANDGUN IN CASE	PISTOL FIREARM CZ-USA 75 B, #4306Y, 9 MM, SEMI-AUTOMATIC; CZ 75B 9MM HANDGUN IN CASE	75 B	G-33238-1
12001	2333001	BRACELET W/STONES	BRACELET JEWELRY NONE, 14KT, 13.00 Grams; BRACELET W/STONES		I-743
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 14KT, 7.90 Grams; BRACELET		I-736
12001	2339001	MANS RING	RING JEWELRY CI, 10KT, 3.10 Grams; MANS RING		I-531
6001	2146001	KNIFE 11/2004	KNIFE DEFENSE ACCESSORIES MICROTECH UT X 70; KNIFE 11/2004	UT X 70	235173-1
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 7.50 Grams; RING BAND		I-151
12001	2339001	WOMANS RING	RING JEWELRY NONE, 18KT, 7.10 Grams; WOMANS RING		I-295
12001	2339001	RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.50 Grams; RING W/DIAMONDS		I-232
20001	2620001	TORGUE WRENCH IN CASE	WRENCH TOOLS-HAND HUSKY 39103; TORGUE WRENCH IN CASE	39103	30330-1
21001	3498001	MORTISER PRESS	MORTISER TOOLS-POWER JET JBM-5, #K06915; MORTISER PRESS	JBM-5	32858-1
12001	2339001	LADIES RING	RING JEWELRY MA, 14KT, 5.40 Grams; LADIES RING		134770-1
20001	2597001	TAP DIE SET	TAP & DIE SET TOOLS-HAND GEARWRENCH; TAP DIE SET		31614-3
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.60 Grams; LADIES RING W/STONES		31522-15
8001	2224001	RIFLE W/ 2 MAGS CASE	RIFLE FIREARM SPRINGFIELD M1A, #399720, .308 CALIBER, SEMI-AUTOMATIC; RIFLE W/ 2 MAGS CASE	M1A	G-134390-1
21001	2644001	HAMMER NO ACC	HAMMER DRILL TOOLS-POWER HILTI SF 2H A, #153580709; HAMMER NO ACC	SF 2H A	32640-1
20001	3207001	UTILITY KNIFE	RAZOR KNIFE TOOLS-HAND IRWIN; UTILITY KNIFE		31325-5
12001	2338001	CROSS CHARM W/STONES	PENDANT/CHARM JEWELRY NONE, 14KT, 3.90 Grams; CROSS CHARM W/STONES		32749-2
12001	2338001	FISH CHARM	PENDANT/CHARM JEWELRY M, 14KT, 4.60 Grams; FISH CHARM		134060-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.90 Grams; LADIES RING W/STONE		I-180
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 7.70 Grams; LADIES RING W/STONE		I-836
4001	2864001	HALF POUND ROUND SILVER COIN	SLUG COINS NONE; HALF POUND ROUND SILVER COIN		I-584
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 14KT, 11.20 Grams; BRACELET		I-747
12001	2338001	BUTTERFLY CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 2.80 Grams; BUTTERFLY CHARM		235305-1
12001	2337001	LADIES NECKLACE	NECKLACE JEWELRY NONE, 18KT, 7.80 Grams; LADIES NECKLACE		235106-1
2001	2109001	CAMCORDER IN BOX 1 BATTERY CHARGER AV CORD	CAMERA/DIGITAL CAMERA EQUIPMENT SONY DCR-DVD650, #1408023; CAMCORDER IN BOX 1 BATTERY CHARGER AV CORD	DCR-DVD650	32215-1
8001	2224001	RIFLE W/ SCOPE	RIFLE FIREARM RUGER M77, #73-69567, 243 WIN, BOLT; RIFLE W/ SCOPE	M77	G-134096-1
12001	2338001	CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 1.70 Grams; CHARM		I-664
8001	2223001	HAND GUN IN CASE	PISTOL FIREARM SMITH & WESSON M&P9, #MPW0967, 9 MM, SEMI-AUTOMATIC; HAND GUN IN CASE	M&P9	G-235470-1
20001	2568001	VICE GRIPS	PLIERS TOOLS-HAND IRWIN 11T; VICE GRIPS	11T	31325-1
12001	2339001	LADIES SHELL RING	RING JEWELRY CC, 14KT, 1.70 Grams; LADIES SHELL RING		30393-2
12001	2339001	LADIES RING W/STONES DIAMOND	RING JEWELRY NONE, 14KT, 7.70 Grams; LADIES RING W/STONES DIAMOND		I-321
20001	2620001	3 PC EXTENTION SET	WRENCH TOOLS-HAND SNAP-ON; 3 PC EXTENTION SET		235271-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 2.20 Grams; LADIES RING W/DIAMONDS		I-819
12001	2339001	LADIES RING W/STONES	RING JEWELRY G, 14KT, 7.70 Grams; LADIES RING W/STONES		133940-27
18001	2511001	TENT	TENT SPORTING EQUIPMENT BMW; TENT		134193-2
12001	2339001	MANS RING BAND	RING JEWELRY F, 14KT, 4.50 Grams; MANS RING BAND		I-614
12001	2337001	NECKLACE	NECKLACE JEWELRY AURAFIN, 14KT, 8.20 Grams; NECKLACE		I-578
10001	3896001	WINE COOLER	COOLER HOUSEHOLD CONNOISSEURS NONE, #NONE; WINE COOLER	NONE	31581-2
12001	2336001	LADIES HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 1.50 Grams; LADIES HOOP EARRINGS		134391-4
12001	2339001	LADIES RING	RING JEWELRY B, 14KT, 2.70 Grams; LADIES RING		I-537
21001	3112001	MULTI TOOL	MULTI TOOL TOOLS-POWER DREMEL MM30; MULTI TOOL	MM30	133899-2
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 18KT, 2.60 Grams; LADIES RING W/STONE		30429-14
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 10.20 Grams; MANS RING W/DIAMONDS		I-767
12001	2339001	LADIES RING	RING JEWELRY NONE, 18KT, 4.00 Grams; LADIES RING		I-192
12001	2338001	SHIPS WHEEL CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 8.00 Grams; SHIPS WHEEL CHARM		30771-2
18001	3039001	TROLLING MOTOR	TROLLING SPORTING EQUIPMENT MOTOGUIDE 966100020, #9d233029; TROLLING MOTOR	966100020	30600-1
12001	2339001	LADIES RING	RING JEWELRY NONE, 14KT, 5.50 Grams; LADIES RING		133940-22
12001	2333001	LADIES BRACELET	BRACELET JEWELRY OI, 14KT, 3.00 Grams; LADIES BRACELET		33204-4
8001	2223001	HANDGUN W/1 MAG	PISTOL FIREARM SMITH & WESSON SW40V, #PAN9558, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN W/1 MAG	SW40V	G-234926-1
12001	2337001	LADIES NECKLACE W/STONES	NECKLACE JEWELRY NONE, 14KT, 10.00 Grams; LADIES NECKLACE W/STONES		235422-6
8001	2224001	BULLPUP RIFLE IN BOX NO MAGS	RIFLE FIREARM ISRAEL WEAPON INDUST TAVOR SAR-B16, #T0020124, 5.56 MM, SEMI-AUTOMATIC; BULLPUP RIFLE IN BOX NO MAGS	TAVOR SAR-B16	G-30849-1
8001	2223001	GUN 1 MAG IN BOX	PISTOL FIREARM WALTHER P22, #WA027800, .22 CALIBER, SEMI-AUTOMATIC; GUN 1 MAG IN BOX	P22	G-235581-1
8001	2223001	HANDGUN W/ 1 MAG	PISTOL FIREARM TAURUS PT 92 AR, #TXA 38877, 9 MM, SEMI-AUTOMATIC; HANDGUN W/ 1 MAG	PT 92 AR	G-32583-1
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY CDI, 14KT, 4.50 Grams; LADIES RING W/DIAMONDS		I-550
12001	2336001	LADIES HOOP EARRING	EARRINGS JEWELRY NONE, 14KT, 7.20 Grams; LADIES HOOP EARRING		134420-1
12001	2339001	LADIES HEART RING	RING JEWELRY NONE, 10KT, 1.20 Grams; LADIES HEART RING		33291-1
12001	2337001	NECKLACE	NECKLACE JEWELRY FS, 14KT, 13.70 Grams; NECKLACE		I-577
19001	2524001	ANGLE TRIM NAILER	NAILER TOOLS-AIR HITACHI/TOOLS NR38AK, #760250; ANGLE TRIM NAILER	NR38AK	134606-1
12001	2339001	LADIES RING W/ STONES	RING JEWELRY NONE, 10KT, 3.40 Grams; LADIES RING W/ STONES		31674-1
12001	2333001	BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 14KT, 7.40 Grams; BRACELET W/DIAMONDS		I-738
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 4.80 Grams; LADIES RING W/DIAMONDS		33070-2
12001	2339001	LADIES RING W/DIAMOND	RING JEWELRY NONE, 14KT, 6.90 Grams; LADIES RING W/DIAMOND		I-204
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.50 Grams; LADIES RING W/STONES		I-848
12001	2333001	LADIES BRACELET	BRACELET JEWELRY CAPLAIR, 18KT, 31.80 Grams; LADIES BRACELET		32326-1
21001	3243001	A/C DETECTOR	DETECTOR TOOLS-POWER INFICON TEK MATE, #15120555; A/C DETECTOR	TEK MATE	33483-1
8001	2223001	HANDGUN 2 MAGS CASE	PISTOL FIREARM HECKLER & KOCH USP COMPACT, #26-096033, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 2 MAGS CASE	USP COMPACT	G-32236-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 16.10 Grams; NECKLACE		I-817
19001	2524001	NAILER IN CASE	NAILER TOOLS-AIR PORTER CABLE NS150C, #17171074HBJ; NAILER IN CASE	NS150C	134606-2
12001	2336001	LADIES HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 3.90 Grams; LADIES HOOP EARRINGS		134398-3
12001	2338001	LADIES CHARM W/STONE	PENDANT/CHARM JEWELRY NONE, 14KT, 10.20 Grams; LADIES CHARM W/STONE		I-447
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 18KT, 10.60 Grams; NECKLACE		I-130
12001	2333001	LADIES BRACELET	BRACELET JEWELRY LA, 14KT, 10.80 Grams; LADIES BRACELET		31984-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY C, 10KT, 10.20 Grams; LADIES RING W/DIAMONDS		134773-1
12001	2336001	HOOP EARRINGS	EARRINGS JEWELRY NONE, 14KT, 3.50 Grams; HOOP EARRINGS		235321-6
20001	2620001	1/2 SOCKET WRENCH                                                                                                                                                                                      "	WRENCH TOOLS-HAND KOBALT 337332; 1/2 SOCKET WRENCH"	337332	31828-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 2.60 Grams; LADIES RING W/DIAMONDS		I-9
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 5.80 Grams; MANS RING W/DIAMONDS		I-150
7001	2757001	CELL PHONE METRO PCS 32GB	CELL PHONE ELECTRONICS APPLE MP7W2LL/A, #DX3X11LXHTVT; CELL PHONE METRO PCS 32GB	MP7W2LL/A	235068-1
12001	2337001	MANS NECKLACE	NECKLACE JEWELRY NONE, 10KT, 30.20 Grams; MANS NECKLACE		234999-1
12001	2333001	LADIES BRACELET	BRACELET JEWELRY NONE, 14KT, 10.20 Grams; LADIES BRACELET		I-486
6001	2146001	KNIFE IN SHEATH	KNIFE DEFENSE ACCESSORIES KA-BAR; KNIFE IN SHEATH		I-679
20001	2585001	SOCKET SET	SOCKET TOOLS-HAND AUTOCRAFT AC335AHT; SOCKET SET	AC335AHT	31614-2
12001	2333001	LADIES BRACELET	BRACELET JEWELRY TIFFANY, 925, 16.20 Grams; LADIES BRACELET		133963-2
12001	2339001	LADIES SOL RING	RING JEWELRY NONE, 18KT, 2.40 Grams; LADIES SOL RING		30668-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 2.60 Grams; LADIES RING W/STONES		I-344
8001	2223001	HANDGUN 2 MAGS CASE	PISTOL FIREARM RUGER SR9C, #332-6503, 9 MM, SEMI-AUTOMATIC; HANDGUN 2 MAGS CASE	SR9C	G-134786-1
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 10KT, 3.70 Grams; BRACELET		I-739
12001	2339001	LADIES RING	RING JEWELRY LA, 14KT, 6.50 Grams; LADIES RING		235117-6
12001	2337001	LADIES BEAN NECKLACE	NECKLACE JEWELRY TIFFANY, N/A, 2.90 Grams; LADIES BEAN NECKLACE		I-88
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 6.50 Grams; LADIES RING W/DIAMONDS		I-932
12001	2338001	ROSE CHARM                                                                                                                                                                                             	PENDANT/CHARM JEWELRY NONE, 14KT, 2.00 Grams; ROSE CHARM		33270-2
12001	2333001	BRACELET	BRACELET JEWELRY NONE, 10KT, 8.40 Grams; BRACELET		I-730
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 9.40 Grams; LADIES RING W/DIAMONDS		235227-1
12001	2339001	RING W/STONES	RING JEWELRY NONE, 14KT, 3.40 Grams; RING W/STONES		235371-8
4001	2121001	LAST US LARGE DOLLAR 1917 MONEY	US COIN(S) COINS US COINS; LAST US LARGE DOLLAR 1917 MONEY		235019-1
12001	2339001	RING W/STONES	RING JEWELRY NONE, 10KT, 2.60 Grams; RING W/STONES		I-231
12001	2339001	WOMANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 6.60 Grams; WOMANS RING W/DIAMONDS		I-155
12001	2333001	LADIE BRACELET W/DIAMONDS	BRACELET JEWELRY NONE, 14KT, 13.30 Grams; LADIE BRACELET W/DIAMONDS		235160-1
8001	2223001	GUN 2 MAG W/BOX	PISTOL FIREARM SMITH & WESSON M&P 9 SHIELD, #JCF6801, 9 MM, SEMI-AUTOMATIC; GUN 2 MAG W/BOX	M&P 9 SHIELD	G-235404-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY CI, 10KT, 5.30 Grams; LADIES RING W/STONE		235023-2
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY MDJ, 14KT, 2.30 Grams; LADIES RING W/DIAMONDS		134374-1
5001	3891001	SILVER PEN	PEN/PENCIL COLLECTIBLES SHEAFFER; SILVER PEN		32529-1
12001	2337001	NECKLACE	NECKLACE JEWELRY ARC, 14KT, 11.50 Grams; NECKLACE		32301-3
12001	2339001	RING W/STONES	RING JEWELRY NONE, 10KT, 4.20 Grams; RING W/STONES		I-273
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 3.10 Grams; LADIES RING W/DIAMONDS		I-374
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 10.70 Grams; NECKLACE		I-191
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 9.50 Grams; LADIES RING W/DIAMONDS		235794-1
12001	2340001	MANS WATCH	WATCH JEWELRY BULOVA 96B121, #s17453654, N/A, 86.50 Grams; MANS WATCH	96B121	134671-2
12001	2338001	CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 7.10 Grams; CHARM		32177-3
12001	2333001	LADIES BRACELET	BRACELET JEWELRY MILOR, 14KT, 6.70 Grams; LADIES BRACELET		134376-2
12001	2339001	RING W/STONES	RING JEWELRY NONE, 14KT, 3.60 Grams; RING W/STONES		I-892
21001	2646001	IMPACT 1 BATTERY CHARGER	IMPACT WRENCH TOOLS-POWER MATCO; IMPACT 1 BATTERY CHARGER		133871-1
12001	2339001	RING	RING JEWELRY NONE, 14KT, 4.10 Grams; RING		I-796
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 3.60 Grams; LADIES RING W/DIAMONDS		I-915
20001	2585001	10 PC SOCKET SET IN CASE	SOCKET TOOLS-HAND CRAFTSMAN 934554; 10 PC SOCKET SET IN CASE	934554	30506-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 4.40 Grams; LADIES RING W/STONES		I-254
12001	2339001	MANS RING W/STONE	RING JEWELRY NONE, 10KT, 7.20 Grams; MANS RING W/STONE		I-285
13001	2342001	CHAINSAW	CHAIN SAW LAWN & GARDEN STIHL MS171, #11390213102; CHAINSAW	MS171	235690-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.30 Grams; LADIES RING W/STONES		I-343
12001	2339001	LADIES RING	RING JEWELRY NONE, 10KT, 1.20 Grams; LADIES RING		I-414
8001	2223001	HANDGUN 1 MAG CASE	PISTOL FIREARM RUGER SR40, #342-58942, .40 CALIBER, SEMI-AUTOMATIC; HANDGUN 1 MAG CASE	SR40	G-134600-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.60 Grams; LADIES RING W/STONES		I-777
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 18KT, 27.60 Grams; NECKLACE		I-810
19001	2524001	BRAD NAILER IN CASE	NAILER TOOLS-AIR PORTER CABLE BN125A, #759789B4030; BRAD NAILER IN CASE	BN125A	30740-2
6001	2930001	HANDGRIP LIGHT	LASER POINTER DEFENSE ACCESSORIES SIGSAUER STL-300J; HANDGRIP LIGHT	STL-300J	32838-1
8001	2223001	HANDGUN W/1 MAG	PISTOL FIREARM SPRINGFIELD XDS, #S4114826, .45 CALIBER, SEMI-AUTOMATIC; HANDGUN W/1 MAG	XDS	G-133929-1
7001	2208001	INTERFACE	TUNER ELECTRONICS BOSE CINAMATE, #037487963291502AS; INTERFACE	CINAMATE	33619-1
12001	2339001	LADIES RING DIAMOND	RING JEWELRY NONE, 14KT, 4.20 Grams; LADIES RING DIAMOND		30383-1
4001	2119001	1/4 OZ GOLD COIN	FOREIGN COIN(S) COINS FOREIGN; 1/4 OZ GOLD COIN		234951-1
8001	2223001	HANDGUN W/ BOX 3 MAGS	PISTOL FIREARM RUGER SR9, #330-05232, 9 MM, SEMI-AUTOMATIC; HANDGUN W/ BOX 3 MAGS	SR9	G-235197-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 14KT, 3.90 Grams; LADIES RING W/STONE		I-354
12001	2339001	MANS RING	RING JEWELRY NONE, 14KT, 15.50 Grams; MANS RING		I-146
6001	3036001	LARGE FLIP TOP PEPPER SPRAY	PEPPER SPRAY DEFENSE ACCESSORIES; LARGE FLIP TOP PEPPER SPRAY		I-61
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 10KT, 9.30 Grams; MANS RING W/DIAMONDS		134380-1
20001	2568001	Set, Pliers, Long Reach, Compound Joint,                                                                                                                                                                	PLIERS TOOLS-HAND BLUE POINT MATCO; Set, Pliers, Long Reach, Compound Joint,	MATCO	I-501
12001	2336001	LADIES HOOP EARRING	EARRINGS JEWELRY NONE, 14KT, 5.00 Grams; LADIES HOOP EARRING		134386-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 4.50 Grams; LADIES RING W/STONES		32945-2
4001	2121001	10 SILVER COINS	US COIN(S) COINS US COINS; 10 SILVER COINS		33364-1
12001	2333001	LADIES BRACELET W/ DIAMONDS	BRACELET JEWELRY NONE, 14KT, 12.50 Grams; LADIES BRACELET W/ DIAMONDS		235245-1
12001	2338001	HORSE CHARM W/STONES	PENDANT/CHARM JEWELRY NONE, 14KT, 7.60 Grams; HORSE CHARM W/STONES		134871-2
20001	2543001	10PC HOLE SAW KIT	DRILL BIT SET TOOLS-HAND MILWAUKEE 49-22-4025; 10PC HOLE SAW KIT	49-22-4025	32972-1
8001	2225001	SHOT GUN	SHOTGUN FIREARM WINCHESTER 1300 DEFENDER, #L2483082, 12 GAUGE, PUMP; SHOT GUN	1300 DEFENDER	G-133837-1
8001	2223001	HAND GUN 1 MAG	PISTOL FIREARM SPRINGFIELD 1911-A1, #N407562, .45 CALIBER, SEMI-AUTOMATIC; HAND GUN 1 MAG	1911-A1	G-33827-1
12001	2339001	RING	RING JEWELRY NONE, 10KT, 3.90 Grams; RING		I-781
13001	2345001	WEED EATER	EDGER LAWN & GARDEN ECHO SRM-230, #S73112535724; WEED EATER	SRM-230	134029-1
12001	2339001	LADIRS RING W/DIAMONDS	RING JEWELRY ADL, 10KT, 4.30 Grams; LADIRS RING W/DIAMONDS		134042-1
12001	2339001	RING BAND	RING JEWELRY NONE, 14KT, 6.10 Grams; RING BAND		I-212
12001	2338001	LADIES CHARM W/DIAMOND	PENDANT/CHARM JEWELRY NONE, 14KT, 0.70 Grams; LADIES CHARM W/DIAMOND		33317-2
12001	2339001	CROSS CHARM	RING JEWELRY SA, 14KT, 1.10 Grams; CROSS CHARM		134662-4
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, PLAT, 8.00 Grams; LADIES RING W/DIAMONDS		I-100
12001	2339001	RING W/DIAMOND	RING JEWELRY NONE, 14KT, 6.80 Grams; RING W/DIAMOND		235400-3
21001	2646001	CORDLESS DRILL IMPACT DRIVER 5 BATTERIES	IMPACT WRENCH TOOLS-POWER BOSCH 25618, #407001134; CORDLESS DRILL IMPACT DRIVER 5 BATTERIES	25618	235521-1
12001	2796001	LAPELL PIN	PIN JEWELRY NONE, 10KT, 2.80 Grams; LAPELL PIN		134020-4
12001	2333001	CHAIN OF HEARTS BRACELET	BRACELET JEWELRY TIFFANY, 925, 11.30 Grams; CHAIN OF HEARTS BRACELET		31875-1
12001	2333001	LADIES TENNIS BRACELET	BRACELET JEWELRY NONE, 14KT, 14.00 Grams; LADIES TENNIS BRACELET		30897-1
12001	2339001	MANS RING W/STONES	RING JEWELRY SR, 10KT, 7.10 Grams; MANS RING W/STONES		31028-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 2.40 Grams; LADIES RING W/STONES		I-840
12001	2338001	ELEPHANT CHARM	PENDANT/CHARM JEWELRY TIFFANY, 925, 0.20 Grams; ELEPHANT CHARM		134188-2
12001	2338001	FISH CHARM	PENDANT/CHARM JEWELRY NONE, 14KT, 1.00 Grams; FISH CHARM		30421-4
21001	2669001	CIRCULAR SAW	CIRCULAR SAW TOOLS-POWER RIDGID TOOL R3210, #BB060675554; CIRCULAR SAW	R3210	235695-1
12001	2339001	LADIES RING W/STONE	RING JEWELRY NONE, 10KT, 1.20 Grams; LADIES RING W/STONE		I-455
12001	2338001	LADIES CHARM W/STONES	PENDANT/CHARM JEWELRY NONE, 14KT, 2.60 Grams; LADIES CHARM W/STONES		134185-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.10 Grams; LADIES RING W/STONES		I-347
8001	2223001	HANDGUN 3 MAG	PISTOL FIREARM GLOCK 26GEN4, #BDNW745, 9 MM, SEMI-AUTOMATIC; HANDGUN 3 MAG	26GEN4	G-235446-1
12001	2333001	LADIES RING	BRACELET JEWELRY NONE, 925, 22.80 Grams; LADIES RING		I-634
19001	2888001	AIR CMPRESSOR	COMPRESSOR TOOLS-AIR PORTER CABLE CFBN200A, #2261089589; AIR CMPRESSOR	CFBN200A	235671-2
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 27.60 Grams; NECKLACE		I-811
6001	2146001	KNIFE	KNIFE DEFENSE ACCESSORIES BUCK; KNIFE		235768-2
12001	2333001	LADIES BRACELET	BRACELET JEWELRY AR, 18KT, 14.20 Grams; LADIES BRACELET		134766-2
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 3.70 Grams; LADIES RING W/STONES		I-385
8001	2701001	HANDGUN REVOLVER	REVOLVER FIREARM RUGER SECURITY SIX, #152-61344, .357, REVOLVER; HANDGUN REVOLVER	SECURITY SIX	G-134575-3
21001	3078001	LASER LEVEL	LEVEL TOOLS-POWER BOSCH GPL3, #403001848; LASER LEVEL	GPL3	33680-1
12001	2337001	NECKLACE	NECKLACE JEWELRY NONE, 14KT, 35.80 Grams; NECKLACE		I-912
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY ADL, 10KT, 4.40 Grams; LADIES RING W/DIAMONDS		I-558
8001	2701001	HANDGUN IN CASE	REVOLVER FIREARM SMITH & WESSON 686-6, #CPP5722, .357, REVOLVER; HANDGUN IN CASE	686-6	G-32622-3
12001	2337001	NECKLACE	NECKLACE JEWELRY OG, 18KT, 9.70 Grams; NECKLACE		I-580
12001	2339001	LADIES DOLPHINE RING	RING JEWELRY NONE, 14KT, 2.50 Grams; LADIES DOLPHINE RING		32441-1
20001	2585001	10 PC SOCKET SET IN CASE	SOCKET TOOLS-HAND CRAFTSMAN 934553; 10 PC SOCKET SET IN CASE	934553	30506-2
12001	2340001	MANS WATCH                                                                                                                                                                                             	WATCH JEWELRY BULOVA 98B206, #16469737, N/A, 86.50 Grams; MANS WATCH	98B206	134671-1
21001	3232001	2000LBS WINCH	WINCH TOOLS-POWER ALEKO NONE, #NONE; 2000LBS WINCH	NONE	31435-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 925, 5.70 Grams; LADIES RING W/STONES		I-633
12001	2339001	MANS RING W/DIAMONDS	RING JEWELRY NONE, 14KT, 11.90 Grams; MANS RING W/DIAMONDS		235300-1
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 10KT, 2.70 Grams; LADIES RING W/STONES		I-845
12001	2339001	MANS RING W/ DIAMONDS	RING JEWELRY NONE, 10KT, 6.80 Grams; MANS RING W/ DIAMONDS		31750-4
12001	2339001	LADIES RING W/STONES	RING JEWELRY NONE, 14KT, 4.40 Grams; LADIES RING W/STONES		I-434
12001	2339001	LADIES RING W/DIAMONDS	RING JEWELRY NONE, 18KT, 4.40 Grams; LADIES RING W/DIAMONDS		I-81
12001	2339001	MANS RING W/STONES	RING JEWELRY NONE, 14KT, 5.60 Grams; MANS RING W/STONES		I-471
